;link;title;description;category;transcriptions
30;XczulBHljNk;Takoon Spider - Présentation produit;;presentation produit;  voici la spyder le modèle 100% friestad de nos deux gammes une planche que nous avons voulu sans concession avec une construction full carbone pour allier légèreté et résistance ce qui va lui procurer un pope explosive dans toutes vos manoeuvres une planche avec un rocker continue et prononcé pour un bon amorti dans toutes vos réceptions de saut et une carène avec des rails latéraux et deschanel aux extrémités pour pouvoir graver la planche mais aussi pour une utilisation occasionnelle avec des choses avec ou sans aileron une planche qui est disponible en deux tailles et qui est livré avec des ailerons g10 140 mm à la fois pour une bonne accroche une bonne souplesse dans toutes vos manoeuvres donc si vous êtes à la recherche d'une planche de freestyle affair formenté engagé choisissez la spyder
31;ZNkkC4mZx2Y;Présentation produit (fausse pub);"Réaliser une publicité en utilisant Powtoon
A titre d'exemple : une fausse publicité pour l'Iphone 10
TP : réaliser une vraie publicité avec un vrai produit
Présenter au moins trois arguments";presentation produit; 
32;EbB2sokxc9;;;presentation produit; 
33;7cON33DMz8;Takoon Source - Présentation produit;;presentation produit; 
34;GmqztjdhaTA;Exemple de présentation produit VIDEO;;presentation produit; 
35;TkJIyo5_hg8;Présentation CPi - Création d'un produit innovant;"L'INNOVATION NAÎT DANS LA COLLABORATION

CPi est le premier programme pluri-disciplinaire entre trois
grandes écoles françaises, en partenariat et avec le soutien
de plus de 50 entreprises. Depuis 2005, plus de mille
étudiants ont donné vie plus de 150 projets innovants.";presentation produit;  [Musique] je vais rentrer à l'échec parce que je veux bosser en start up et a donc du coup le projet ces pays dont création de produits innovants ça répondait vraiment à cette cpi structure énormément la démarche est une vraie méthodologie moi ça m'a permis de côtoyer des étudiants en plus qui vont au contraire une vraie valeur ajoutée qui bouscule nos habitudes qui ont enfoncé des portes ouvertes mais aussi qu'ils nous ont fait découvrir des chants que nous on l'imaginé pas forcément à une idéologie de méthodologie en fait que des entreprises s'approprient de plus en plus ça c'est un vrai succès et surtout ça permet aux entreprises de changer de regard par rapport à leur propre métier propre culture et d'avoir un regard neuf qui est plutôt une valeur ajoutée [Musique] kadhafi
36;IS9EITvi5W8;Swordsman - Présentation par la chef de produit !;"Gabe Heiland, chef de produit pour Swordsman, vous présente en détails notre nouveau MMO d'arts martiaux incroyable !

Visitez le site officiel : 
Devenez un héros : 
Suivez-nous sur Facebook: ";presentation produit; 
37;Rn-HszwFoWY;Présentation Produit Sodexo;;presentation produit;  [Musique] voici pol pot les directeurs de restaurants sodexo est aujourd'hui il n'y a pas foule que ce soit la plonge à la caisse ou en cuisine son équipe trouve le temps long ses clients ne dégèleront pas chez lui et cela n'a rien d'étonnant ils sont partis en séminaire rendons-nous maintenant dans le restaurant de julie ici c'est la course elle accueille aujourd'hui l'événement de l'un de ses clients et malgré toute sa bonne volonté son équipe a du mal à tenir le rythme résumons d'un côté le restaurant de paul est presque vide de l'autre l'équipe de julie a du mal à s'en sortir la bonne nouvelle dans ce scénario c'est qu'il existe oui teambuy sodexo la solution digital pour réussir vos détachement finis les coups de téléphone en urgence à la direction emploi et mobilité terminées les appels aux restaurants alentours pour trouver du personnel adieu les chaînes de mails ou pire les tableurs excel voyez plutôt en quelques clics paul va des tâches et nicolas sont commis de cuisine dans le restaurant de julie pour ce faire paul se connecte à son espace oui team c'est ici qu'il gère la mise à disposition de son équipe il décide de mettre nicolas à disposition auparavant nicolas s'était porté volontaire pour faire des détachements non seulement pour obtenir un bonus de 15 euros par jour en contrepartie mais également pour multiplier en mes chers ces expériences pour lui c'est aussi l'occasion de développer ses compétences dans d'autres établissements du groupe sodexo pour sa part julie se connectent elle aussi a son espace wifi elle crée son offre en quelques clics et reçoit plusieurs profils disponibles est proche de son établissement elle décide de proposer les détachements à nicholas pard reçoit un e-mail lui indiquant la requête de julie il prévient nicolas puis valide la demande de détachement sur son espace maritime oui kim envoie aussitôt une confirmation à paul et julie ainsi que la convention de détachement préremplie qu'il ne reste qu'à imprimer et assigner nicolas reçoit une fiche avec toutes les informations dont il a besoin itinéraire coordonnées planning de travail et autres particularités ne pose en téléchargeant l'application utile il peut même disposer de ces informations directement sur son smartphone s'ils le souhaitent tout le monde est ravi julie a trouvé un collaborateur sodexo sérieux et elle a économisé les services une société d'intérim pôle a pu ajuster ses effectifs tout en gardant ses collaborateurs motivés et nicolas enrichit son expérience en bénéficiant d'une prime vous souhaitez en savoir plus contactez votre directeur régional au rendez-vous directement sur www.twitter.com slash sodexo
38;NPVqsiJhZyg;Perforateur-Burineur HIKOKI SDS+ de HITACHI - Présentation client du produit;"🔨 Découvrez comment Alexandre utilise Perforateur-Burineur HIKOKI SDS+ de HITACHI. Retrouvez ce produit sur ce lien : https://www.manomano.fr/p/perforateur...

Utilisation, conseils, performances et petites astuces : parce que les produits, c'est vous qui en parlez le mieux !

-----
Suivez-nous sur nos réseaux :
► FACEBOOK : 
► INSTAGRAM : 
► PINTEREST : 
► BLOG : ";presentation produit;  [Musique] bienvenue dans mon salon je viens de recevoir mon colis on va regarder ensemble ce qui a deux dents alors au déballage belle bête est son poids marteau piqueur niessen un bon câble une poignée de nantis couple à venir fixer sur le mandrin en avant du mandrin le système de filtration et ds et puis je m'y attendais le petit le petit mandrin pour l'état de lycée à venir fixer en l'espèce sur le sol mandrin fx est bien pratique en août icariens d'autres sites la jauge de profondeur ici que l'on peut venir fixer théoriquement dans la poignée pour venir percer les trous à la bonne distance j'ai déjà fait des trous et je me suis cassé quelques mèches l'afflux de gens prennent leur faut du voisin et on va les tester le bel engin électropneumatique aller à plus tard [Musique] là je suis dans un joint et que de la matière dur mais ça rend comme dans du beurre donc on peut voir l'outil que j'utilisais sur du caire ont donc pour faire des petits trous tout simple sur lui car on s'est très bien passé le caire on s'est vraiment du beurre ça marche bien il ya le rivers au niveau de la vitesse de rotation on peut tourner soit dans un sens ou dans l'autre un système de blocage qui est bien pratique pour éviter de forcer sur la main on appuie sur le bouton l'aca reste bloqué hors appuis ça débloque quoi d'autre va donc lé 3 positions comme on peut le voir on peut avoir la position marteau marteau plus rotation ou rotation pur donc les embouts sdss ds ds ds plus elle est compatible pour les deux donc voilà on peut aller jusqu'à 1 tous en diamètre en burin ou en mesh on prend des toutes petites mèches aussi qu'ils peuvent père féru voilà il ya plein de doughty qui peuvent quito de servir quoi d'autre voilà c'est un super outil les grippes le grip est vraiment excellent la bonhomie de la poignée avec ou sans gants on peut vraiment pousser fort la poignée qui tourne et on vise sans vis à vis au niveau vibrations même avec le père fola sur le petit sur le petit le petit piliers en béton armé ça vibre quasiment pas ça fatigue pas ça se ventile bien il ya une système de ventilation on voit une turbine ici une turbine à l'arrière sur le moteur aussi au niveau des des charbons voilà le mandrin sgf 3,2 kg 8 130 watts a fait le job comme on dit à très bientôt au revoir
39;Uxiw8ql_yWY;Takoon Lunar - Présentation produit;;presentation produit;  je vous présente notre ensemble deux pas des fous de strap lun'art en l'ensemble qui vient en deux versions une version standard une version r la version standard et sur une base de mousse à haute densité pour un appui ferme mais confortable sur une pratique free ride ou freestyle qu'on la version r offre un coussin d'air sous le talon ainsi qu'une mousse à mémoire de forme pour un confort supplémentaire pour une pratique freeride et freeride performance chaque ensemble vient en deux coloris noir ou gris et de tailles s m ou à ixelles en fonction d'une pratique pieds nus exclusivement ou avec bottillons l'ensemble vient sous forme de kit avec pad foot strap et poignée dé foot strap en néoprène avec une sangle de serrage unique pour un réglage facile et immédiat enfin ces ensembles sont adaptables à tous types de planches du marché puisque les entraxes sont variables en largeur mais aussi en avant et en arrière donc si vous êtes à la recherche de padt food strap et poignées alliant légèreté confort et facilité les kits lun'art sont pour vous
40;LUFAmj3ZeA;;"Retrouvez tous nos produits pour vos maux de dos ici : https://www.percko.com 

Essayez Percko près de chez vous : https://www.percko.com/nos-revendeurs/ 

Aujourd’hui, les maux de dos deviennent fréquents chez une très grande partie de la population à cause de la sédentarité et du manque d’activité physique. D'après l'assurance-maladie, 80 % des Français souffriront un jour de maux de dos. 
Les produits agissent sur le principe de l’auto rééducation. Ils permettent de faire travailler de manière régulière celui qui les porte en lui réapprenant à se tenir droit. Au fur et à mesure, le porteur adopte ainsi de nouveaux réflexes pour une posture optimale sur le long terme. 
Les produits textiles agissent par une action mécanique grâce à des tenseurs, ils ne contiennent aucun composant électronique. 

Percko commercialise 3 gammes de produits : 

-Le sous-vêtement Lyne UP, la seconde peau du quotidien qui invite son porteur à se redresser au cours de la journée grâce à son système de tenseurs. 

-Le t shirt Lyne Fit, basé sur le même principe, est destiné aux sportifs. Il permet donc de garder une meilleure position pendant et après l’effort. 

-Le gilet Lyne Pro, il offre un maintien avec 2 fois plus de force pour s’adapter aux activités et métiers plus physiques. 

Pour plus d’information sur nos produits, l’équipe et bien plus encore suivez nous sur : 
Suivez notre actualité sur : 
Facebook :  
Instagram :  
Twitter :  
LinkedIn : ";presentation produit; 
