;link;title;description;category;transcriptions
507;RixyChGJUbM;;"L’École a publié en ligne, en janvier 2017, un tutoriel multimédia interactif en libre accès sur les brevets d’invention.

→ Découvrir le tutoriel : 

La finalité de cet outil est d’assurer un enseignement de la Propriété industrielle (P.I.) à destination des élèves ingénieurs et des jeunes chercheurs (doctorants, docteurs et assimilés) en sciences expérimentales de PSL. Il porte sur les principes juridiques fondamentaux de la P.I. et l’initiation à la recherche d’antériorité sur les bases de données Brevets internationales.

Ce tutoriel a été réalisé par l’URFIST de Paris (Unité régionale de formation à l’information scientifique et technique), administrativement rattachée à l’ENC, dans le cadre d’un appel à projets « Soutien aux projets innovants de formation » (SPIF) émis par PSL en mars 2015 (ANR 10-IDEX-0001-02).";tutoriel;  l'innovation est au coeur de la dynamique du laboratoire qui dit innovation 10 brevets d'invention mais qu'est-ce qui est brevetable comment peut-on déposé et protégé un brevet quelle est la couverture géographique et juridiques d'un brevet autant de questions qui concernent directement les étudiants avancés des filières d'ingénieurs mais aussi les chercheurs c'est l'objectif du tutoriel multimédia interactif en ligne réalisée pour la commue psl paris sciences et lettres par l'école nationale des chartes avec l'urfist de paris une dizaine de modules d'auto-apprentissage une simulation de recherche de brevets sur des bases de données sont enrichis par des témoignages de chercheurs sur le terrain et des spécialistes et experts de la propriété industrielle ce tutoriel est libre d'accès et d' usage et il est disponible sur le web à l'adresse suivante
508;Gaah1KrO0eY;Tutoriel patin à glace UCPA N°7 - Apprendre à tourner;"Dans ce septième tuto, tu vas apprendre à tourner. 
Il existe trois types de virages en patinage :  le virage parallèle pour les débutants, le virage serré-décalé pour les intermédiaires, et le virage croisé pour les experts.

Retrouve-nous sur les réseaux sociaux : 

Facebook : 
Instagram : 
Twitter :  
LinkedIN : 

Patiner à l'UCPA c'est mixer 3 notions : plaisir, convivialité et sport. Que ce soit entre amis pour une après-midi, en famille pour une matinée, en solo au sein de nos cours encadrés ou à la semaine en stage, à l'UCPA, notre approche tourne autour de ces 3 priorités.

N'hésite pas à suivre notre chaîne pour voir la sortie des prochains tutos glace !";tutoriel;  non [Musique] [Applaudissements] il existe un patinage trois types de virages le virage en parallèle pour les plus débutants le virage serré décalé pour les intermédiaires et le virage ont croisé pour les experts commençons par le virage parallèle pour commencer à tourner il te suffit d'incliner le haut du corps du côté où tu veux aller tout en poussant sur la jambe extérieure c'est un mouvement qui se fait de façon naturelle du haut vers le bas du corps on commence toujours par regarder vers la direction souhaitée puis on tourne la tête et enfin les épaules le buste et le bassin se penche légèrement du côté où on veut aller et les jambes vont suivre pour arrêter de tourner il faut revenir à une position verticale en appuyant sur ta jambe intérieur passons aux virages serrés décalé dans cette technique les pieds ne reste plus au même niveau le patin à l'intérieur du virage passe devant l'autre la prise de carre plus importante est le poids du corps est mieux réparti sur les deux lames plus on va aller vite plus le corps va s'incliner dans le virage enfin les plus expérimentés peuvent envisager le virage croisés on ne peut arriver que si on maîtrise le sert et décalé dans la technique croisé le pied extérieur se soulèvent pour passer au dessus et en amont du pied intérieur cela permet de gagner en propulsion dans les virages dans ce tuto tu as appris à te positionner pour bien tourné à utiliser ton regard ton orientation est en poids du corps tu es désormais prêt à tester la marche arrière [Musique]
509;6P1AOQ8KYF4;Faire une NUIT AMÉRICAINE (fausse nuit) - Filmé de Jour : Retouche - Tutoriel;"VISIONNEZ ce TUTORIEL en ENTIER sur mon SITE : ► https://gumroad.com/celestegrant

SUIVEZ mes FORMATIONS en LIGNE pour apprendre :
- le MONTAGE VIDÉO
- les EFFETS SPÉCIAUX
- le MIXAGE AUDIO
- l'ÉTALONNAGE
- l'EXPORTATION (format / qualité)
- etc ...
avec Adobe Premiere Pro et After Effects

TUTORIEL en FRANÇAIS pour DÉBUTANTS et CONFIRMÉS.

DANS CE TUTO : Réaliser une nuit américaine. Créer une fausse nuit sur un plan filmé de jour.

Une fois le règlement effectué, vous avez accès au tutoriel acheté de manière immédiate et illimitée. Le visionnage du tutoriel est un Streaming et non un Téléchargement.

FORMEZ-VOUS à la VIDÉO : ► 

ABONNE-TOI
► 

REJOINS LA CHAÎNE avec AVANTAGES
► 

Découvrez toutes mes autres Créations :
► Chaîne Céleste Grant (films) : 
► Chaîne OXO (musiques) : 
► Chaîne Evidence (urbex) : 
► Chaîne Puppet Gaming (jeux) : 

Soutenez la Chaîne avec un don sur Tipeee ou uTip :
► Tipeee : 
► uTip : 

Retrouvez moi ici :
► Facebook : 
► Instagram : 
► Twitch : 

Achetez mon Pack d'Effets Spéciaux :
► 

Achetez mes Tutoriels et formez-vous au Montage Vidéo et aux Effets Spéciaux :
► ";tutoriel;  salut a tous si tu es ici c'est que tu comprends rien à after effects et je te rassure de suite moi non plus mais le peu que je connais je vais site de la prendre avec mes mots simples et on va commencer de suite avec un tutoriel super excitant aujourd'hui on va apprendre à faire une nuit américaine une américaine c'est quand on filme en plein jour et qu'après on rajoute des filtres et autres effets bleuté pour faire croire que c'est la nuit voilà donc ça va on va s'entraîner sur cette scène là où je me suis auto filmés alors on commence de suite en ouvrant after effects cs5 pour ceux qui veulent voir mes premiers tuto le tuto 1 et le tuto deux jeux vous affiche le lien soit là dans la vidéo soit aussi dans la description en dessous de la vidéo on y va après avoir ouvert after effects on commence à faire importer le fichier soit a glissé soit fichiers importés une fois le fichier ouvert comme je disais pas s'embêter à créer une nouvelle composition ou le prenez vous le faites glisser dans près composer une fenêtre s'ouvre alors avec les paramètres exacte de votre vidéo
510;GRL7ZJfslz;Comment faire son tofu maison ? Le tutoriel.;"Faire son tofu maison, c'est tellement chouette ! :-D 
La texture est vraiment parfaite... 

La recette complète ici : 
Le moule à tofu : 
La cuillère balance : ";tutoriel; 
511;rVKCa8IYaeY;Tutoriel iPhone 4S : changer la vitre arrière;"https://www.brico-phone.com/  -10% avec le code YOUTUBE ! 
Remplacez facilement votre vitre arrière de votre iPhone 4S grâce à ce tutoriel.
L'opération est très simple et ne nécessite aucune connaissance particulière.
Les pièces sont entente à l'adresse ci dessous :";tutoriel; 
512;1SjvQ5gkUA;Tutoriel Chorus pro - MOE - Principes de la facturation de travaux;Ce tutoriel à destination des MOE, décrit les grands principes de la facturation de travaux dans Chorus Pro.;tutoriel; 
513;AAzjI1_QQ;;Adhérer à Koosmik Premium avec le KYC;tutoriel; 
514;XWnx9Z3hmyA;Tutoriel : L'art d'emballer les livres, 1er paquet...;"A l'occasion des fêtes de fin d'année, ActuaLitté vous propose d'apprendre à faire des paquets et emballer trop joliment les livres que vous comptez offrir.
Merveilleuse nature - Un fabuleux cherche et trouve (Ed. Thierry Magnier), par Nathalie Béreau et Michaël Cailloux";tutoriel; 
515;U7IMO3X-5j0;Kendama Tutoriel: Comment tenir son Kendama? - Sweets Kendamas France;"Avant de commencer les tricks, il faut savoir qu’il faut tenir son Kendama d’une certaine manière. Suivant les tricks vous aurez 4 manières de tenir votre Kendama:
- KEN GRIP
- SARA GRIP
- TAMA GRIP
- CANDLESTICK GRIP  

On te montre comment apprendre rapidement à tenir son Kendama correctement!
Hésite pas à nous laisser un commentaire pour nous dire si t'as kiffé ou pas et dis nous quel tricks tu veux apprendre dans les prochaines vidéos!

Maintenant que vous savez comment tenir votre kendama, on se retrouve dans notre prochain épisode pour apprendre les premiers tricks de base! 

-------
Et plus encore à  ! 
-------
Follow us on: 

- Instagram: 

@sweetskendamasfr

(    )

- Twitter: 

@sweetskendamafr

(  )

- Facebook: 

@sweetskendamasfr

(  )

- YouTube: 

Sweets Kendamas France 

(  )";tutoriel;  [Musique] il ya eu deux potes on se retrouve aujourd'hui pour le premier switch khedama tutoriel pour les français la première chose il ya différentes à soutenir certaines datent d'avant il y en a principalement 4 du coup le calque les premiers comme ceux ci il va vous permettre de passer de chaque heure de cette façon alors lequel damon c'est quoi c'est un ken et entame un ou une poudre et un manche leucan griffes du coup c'est qu'obtenir si on mange comment stylo ça vous permettent de pouvoir avoir beaucoup plus de mobilité sur votre canne dame a passé deux clubs en quelques mais aussi le sud faire de différentes figures à la suite [Musique] [Musique] d'après midi quelques rythmes agents n'ont pas put à manille du coup pour la boule le trou d'eau situé entre votre index et votre pouce à nos savoir faire et tout s'est fait comme ceux ci le spike comme ça facilement vous allez pouvoir faire des welters vous allez pouvoir faire des lienhard vous allez pouvoir faire délectable jeu ça va vite c'est une autre façon de tenir son match parce que on va pouvoir aller voir pour pouvoir danser recherche de tracking va pouvoir passer facilement de coupelle en coupe est moins facilement pour la selle de la small cup mais on reste toujours dans une mobilité qui est assez stylé franchement c'est pas si fréquent pour voir de nouvelles choses le sahara grippe c'est comme le cas gré mais à l'envers comme ceux ci tout simplement [Musique] [Musique] on va passer marchande de stiglitz qui est anglais n'ont pas pas trop utiliser au tout début devrait peut-être l'idée dans des futurs 6e ont beau c'est toujours important le garder en tête le col de styles vont muter mais le spike vers le bas une maîtrise votre index votre majeur et votre pouce comme ceci comme ça [Musique] 1 merci d'avoir regardé cette vidéo est ci panache un commentaire est apte à donner à notre chef ça nous fera franchement plaisir à l'est du caire je me dis bonne soirée puis somme [Musique]
516;N-4eRp1H998;TUTORIEL COUP FRANC ENROULÉ;"Tu veux apprendre à tirer des beaux coups francs enroulés alors tu es sur la bonne vidéo ! 
Snapchat: ABC-Foot
Instagram: https://www.instagram.com/abcfooooot/
Facebook: 
Blog: 

Chaîne de liberty foot: ";tutoriel;  salut tout le monde dernier sur la chaîne abc foot alors aujourd'hui les gars on se retrouve pour une vidéo que vous m'avez beaucoup demandé c'est quoi c'est un tutoriel sur les coup franc enroulé donc je vous préviens on va pas me voir ça je vais pas parler comme ça ce sera tout en vidéo avec des frappes et c'est alors vous allez voir tout de suite et je vous conseille d'être très attentifs parce que le coup franc enroulé c'est un des plus compliqués donc voilà je vous souhaite un bon visionnage et je vous conseille d'être vraiment très attentif donc le premier poids qu'on va aborder ensemble c'est les épaules comme tu peux le voir à chaque fois mes épaules vont se diriger vers la lucarne droite du goal c'est comme ça que tu dois faire pour mettre plus d'effet le deuxième point qu'on va voir c'est la prise dès lors donc comme tu peux le voir je prends environ 4 à 5 pas dès lors est ce que je fais c'est que j'arrive en diagonale de la balle ce qui est le plus dur quand tu fais un coup franc enroulé en fait c'est d'équilibrer la puissance de frappe et l'effet de balle l'exemple ici est parfait pour illustrer ce que je dis donc l'enroulé est très bonne mais je n'ai pas abcès me de puissance de frappe donc forcément la balle ne va pas se lever passons maintenant au pied d'appui donc le pied d'appui quand tu as à faire une frappe enroulée comme tu peux le voir eh bien il est situé à environ 10 cm du ballon et il sera toujours toujours dirigés vers l'endroit où tu veux frapper les coups francs que je tire sont toujours situées à gauche du terrain et à chaque fois je vais viser la lucarne droite pourquoi est-ce que je tire là bas et bien tout simplement pour prendre le gardien à contre-pied c'est à dire que lui va situer là bas justement et moi je vais viser son côté et le guardian ne va pas s'y attendre et donc si je vis vraiment bien la lucarne ou le quad hugol c'est impossible pour le garder à d'aller chercher la frappe maintenant je vais t'expliquer comment frapper la balle donc sur ce petit extrait tu vois que tu vas devoir en fait effleuré la balle tout en rentrant dedans donc pourquoi effleuré la balle tout simplement pour lui donner les faits et pourquoi rentrer dans la balle en même temps tout simplement pour lui donner la puissance de frappe pour faire un coup franc enroulé il faut tirer avec la partie blanche qui est sûre la chaussure et tu devras tu es un peu en dessous de la moitié du ballon et le dernier conseil que je peux vous donner et je crois que c'est le plus précieux c'est de continuer continuer et encore continuer même si tu rates une fois deux fois trois fois serrée as tu continues et tu verras que la quatrième fois la cinquième fois ce sera la bonne et maintenant les gars je vais vous laisser regarder la vidéo tranquillement [Musique] et voilà les gars cette vidéo de touche à sa fin j'espère qu'elle tu auras plus qu elle tord à aider n'hésite pas à me suivre sur mes différents réseaux sociaux snapshot facebook et instagram l'ailier à son en descriptions n'hésite pas non plus à like et à partager à commenter et à ta bonne et bien sûr si ce n'est déjà fait et moi je te dis à la prochaine et entraîne toi bien
